Year,District,Crop,Rainfall,Temperature,Humidity,Yield
2011,Fatehgarh Sahib,Rice,841,33.7,60,4.43
2012,Fatehgarh Sahib,Rice,932,29.0,59,4.98
2013,Fatehgarh Sahib,Rice,492,32.6,78,4.7
2014,Fatehgarh Sahib,Rice,915,31.9,59,4.25
2015,Fatehgarh Sahib,Rice,914,32.5,77,4.01
2016,Fatehgarh Sahib,Rice,627,27.2,59,4.21
2017,Fatehgarh Sahib,Rice,628,32.8,69,4.94
2018,Fatehgarh Sahib,Rice,1007,33.8,68,4.98
2019,Fatehgarh Sahib,Rice,1072,28.2,65,4.92
2020,Fatehgarh Sahib,Rice,974,28.2,78,4.76
2021,Fatehgarh Sahib,Rice,679,26.8,77,4.51
2022,Fatehgarh Sahib,Rice,614,31.8,59,4.18
2023,Fatehgarh Sahib,Rice,670,29.5,50,4.31
2024,Fatehgarh Sahib,Rice,628,29.4,63,4.55
2010,Fatehgarh Sahib,Cotton,864,27.2,63,3.16
2011,Fatehgarh Sahib,Cotton,963,32.3,72,2.87
2012,Fatehgarh Sahib,Cotton,598,30.2,55,3.28
2013,Fatehgarh Sahib,Cotton,969,28.0,79,3.02
2014,Fatehgarh Sahib,Cotton,880,33.9,62,3.21
2015,Fatehgarh Sahib,Cotton,480,30.3,50,2.39
2016,Fatehgarh Sahib,Cotton,742,24.9,61,3.09
2017,Fatehgarh Sahib,Cotton,667,33.7,68,2.7
2018,Fatehgarh Sahib,Cotton,553,24.7,75,2.42
2019,Fatehgarh Sahib,Cotton,915,24.3,77,3.0
2020,Fatehgarh Sahib,Cotton,756,33.2,71,3.15
2021,Fatehgarh Sahib,Cotton,558,24.8,74,3.17
2022,Fatehgarh Sahib,Cotton,632,33.8,77,2.69
2023,Fatehgarh Sahib,Cotton,1065,27.1,67,2.84
2024,Fatehgarh Sahib,Cotton,428,27.5,75,2.95
2010,Fatehgarh Sahib,Maize,794,32.5,62,3.25
2011,Fatehgarh Sahib,Maize,755,28.3,71,2.6
2012,Fatehgarh Sahib,Maize,677,31.9,58,3.17
2013,Fatehgarh Sahib,Maize,645,33.1,74,3.17
2014,Fatehgarh Sahib,Maize,671,24.9,50,3.35
2015,Fatehgarh Sahib,Maize,897,29.6,55,3.44
2016,Fatehgarh Sahib,Maize,915,31.0,59,3.3
2017,Fatehgarh Sahib,Maize,429,25.2,82,2.6
2018,Fatehgarh Sahib,Maize,1089,26.8,63,2.82
2019,Fatehgarh Sahib,Maize,846,26.4,69,3.09
2020,Fatehgarh Sahib,Maize,936,24.6,70,3.47
2021,Fatehgarh Sahib,Maize,565,34.2,78,2.57
2022,Fatehgarh Sahib,Maize,923,27.8,69,2.96
2023,Fatehgarh Sahib,Maize,857,31.2,85,3.46
2024,Fatehgarh Sahib,Maize,959,26.6,81,3.01
2010,Fatehgarh Sahib,Sugarcane,811,26.5,78,6.23
2011,Fatehgarh Sahib,Sugarcane,985,27.5,77,5.87
2012,Fatehgarh Sahib,Sugarcane,640,24.9,57,6.34
2013,Fatehgarh Sahib,Sugarcane,506,33.2,72,5.58
2014,Fatehgarh Sahib,Sugarcane,931,30.4,61,5.5
2015,Fatehgarh Sahib,Sugarcane,816,28.2,70,5.77
2016,Fatehgarh Sahib,Sugarcane,903,25.8,78,5.91
2017,Fatehgarh Sahib,Sugarcane,527,27.7,57,6.17
2018,Fatehgarh Sahib,Sugarcane,828,33.8,80,6.36
2019,Fatehgarh Sahib,Sugarcane,788,33.1,75,6.25
2020,Fatehgarh Sahib,Sugarcane,497,28.3,56,5.79
2021,Fatehgarh Sahib,Sugarcane,831,33.8,64,5.77
2022,Fatehgarh Sahib,Sugarcane,819,28.8,66,5.63
2023,Fatehgarh Sahib,Sugarcane,1005,33.1,71,6.08
2024,Fatehgarh Sahib,Sugarcane,612,30.5,55,5.91
2010,Fatehgarh Sahib,Mustard,456,30.5,50,1.57
2011,Fatehgarh Sahib,Mustard,1036,28.1,61,2.42
2012,Fatehgarh Sahib,Mustard,626,25.0,60,1.92
2013,Fatehgarh Sahib,Mustard,625,32.5,77,2.33
2014,Fatehgarh Sahib,Mustard,854,31.7,53,1.67
2015,Fatehgarh Sahib,Mustard,703,34.7,57,2.14
2016,Fatehgarh Sahib,Mustard,847,24.3,55,1.75
2017,Fatehgarh Sahib,Mustard,1011,25.2,77,1.56
2018,Fatehgarh Sahib,Mustard,585,33.1,66,2.43
2019,Fatehgarh Sahib,Mustard,848,24.9,67,2.24
2020,Fatehgarh Sahib,Mustard,961,26.5,64,2.02
2021,Fatehgarh Sahib,Mustard,441,24.4,73,1.85
2022,Fatehgarh Sahib,Mustard,510,33.7,72,1.89
2023,Fatehgarh Sahib,Mustard,791,26.5,81,1.71
2024,Fatehgarh Sahib,Mustard,631,30.3,84,1.83
2010,Fatehgarh Sahib,Potato,557,27.2,58,4.72
2011,Fatehgarh Sahib,Potato,795,27.3,72,5.38
2012,Fatehgarh Sahib,Potato,753,25.1,72,5.13
2013,Fatehgarh Sahib,Potato,1054,28.0,80,4.97
2014,Fatehgarh Sahib,Potato,648,29.6,72,4.99
2015,Fatehgarh Sahib,Potato,896,27.6,67,4.74
2016,Fatehgarh Sahib,Potato,1072,28.7,64,4.78
2017,Fatehgarh Sahib,Potato,712,24.3,74,5.4
2018,Fatehgarh Sahib,Potato,621,28.5,82,4.87
2019,Fatehgarh Sahib,Potato,759,30.1,56,5.24
2020,Fatehgarh Sahib,Potato,983,25.5,55,4.54
2021,Fatehgarh Sahib,Potato,879,27.9,81,5.25
2022,Fatehgarh Sahib,Potato,474,27.4,71,5.42
2023,Fatehgarh Sahib,Potato,414,31.9,54,4.68
2024,Fatehgarh Sahib,Potato,800,27.5,60,5.36
2010,Fatehgarh Sahib,Bajra,835,33.9,79,2.25
2011,Fatehgarh Sahib,Bajra,1091,26.5,77,1.91
2012,Fatehgarh Sahib,Bajra,952,24.6,61,2.6
2013,Fatehgarh Sahib,Bajra,766,33.3,71,1.9
2014,Fatehgarh Sahib,Bajra,1084,33.1,61,2.06
2015,Fatehgarh Sahib,Bajra,497,32.4,59,1.85
2016,Fatehgarh Sahib,Bajra,777,24.8,66,2.7
2017,Fatehgarh Sahib,Bajra,1014,31.1,67,1.89
2018,Fatehgarh Sahib,Bajra,1033,27.3,68,1.81
2019,Fatehgarh Sahib,Bajra,829,24.4,84,2.61
2020,Fatehgarh Sahib,Bajra,867,31.6,61,2.09
2021,Fatehgarh Sahib,Bajra,750,29.6,62,2.29
2022,Fatehgarh Sahib,Bajra,803,30.5,58,2.62
2023,Fatehgarh Sahib,Bajra,412,26.0,72,1.92
2024,Fatehgarh Sahib,Bajra,865,32.6,80,2.35
2010,Fatehgarh Sahib,Gram,879,32.9,57,1.3
2011,Fatehgarh Sahib,Gram,1027,34.4,60,1.48
2012,Fatehgarh Sahib,Gram,874,25.4,78,1.81
2013,Fatehgarh Sahib,Gram,666,32.5,64,2.26
2014,Fatehgarh Sahib,Gram,1025,29.6,79,1.84
2015,Fatehgarh Sahib,Gram,975,29.1,76,1.66
2016,Fatehgarh Sahib,Gram,516,30.1,69,1.47
2017,Fatehgarh Sahib,Gram,492,32.9,65,2.07
2018,Fatehgarh Sahib,Gram,875,29.9,64,1.72
2019,Fatehgarh Sahib,Gram,675,28.5,62,1.68
2020,Fatehgarh Sahib,Gram,701,32.3,61,1.8
2021,Fatehgarh Sahib,Gram,861,33.9,76,1.96
2022,Fatehgarh Sahib,Gram,958,33.1,76,2.22
2023,Fatehgarh Sahib,Gram,560,27.8,66,1.86
2024,Fatehgarh Sahib,Gram,520,28.5,64,1.79
2010,Fatehgarh Sahib,Sunflower,1092,34.3,64,2.68
2011,Fatehgarh Sahib,Sunflower,957,27.5,56,2.03
2012,Fatehgarh Sahib,Sunflower,790,26.9,82,2.57
2013,Fatehgarh Sahib,Sunflower,579,33.6,57,2.79
2014,Fatehgarh Sahib,Sunflower,978,32.9,68,2.03
2015,Fatehgarh Sahib,Sunflower,935,32.3,81,2.4
2016,Fatehgarh Sahib,Sunflower,811,24.7,62,2.7
2017,Fatehgarh Sahib,Sunflower,700,33.1,54,2.65
2018,Fatehgarh Sahib,Sunflower,672,29.9,56,2.48
2019,Fatehgarh Sahib,Sunflower,723,34.5,70,2.49
2020,Fatehgarh Sahib,Sunflower,1073,25.4,82,2.18
2021,Fatehgarh Sahib,Sunflower,738,33.3,79,1.82
2022,Fatehgarh Sahib,Sunflower,705,32.1,76,2.17
2023,Fatehgarh Sahib,Sunflower,693,24.2,56,2.72
2024,Fatehgarh Sahib,Sunflower,977,29.8,81,2.0
2010,Rupnagar,Wheat,925,33.6,72,3.51
2011,Rupnagar,Wheat,952,30.0,75,3.96
2012,Rupnagar,Wheat,500,32.5,55,3.48
2013,Rupnagar,Wheat,532,34.3,81,3.04
2014,Rupnagar,Wheat,847,30.9,71,3.37
2015,Rupnagar,Wheat,663,25.6,64,3.44
2016,Rupnagar,Wheat,808,27.0,79,3.15
2017,Rupnagar,Wheat,779,28.7,64,3.59
2018,Rupnagar,Wheat,988,27.0,70,3.94
2019,Rupnagar,Wheat,581,32.3,85,3.04
2020,Rupnagar,Wheat,446,24.3,81,3.57
2021,Rupnagar,Wheat,648,26.5,73,3.87
2022,Rupnagar,Wheat,567,27.2,51,3.87
2023,Rupnagar,Wheat,623,24.1,71,3.48
2024,Rupnagar,Wheat,705,25.5,85,3.72
2010,Rupnagar,Rice,1024,33.4,81,4.25
2011,Rupnagar,Rice,1070,30.1,62,4.17
2012,Rupnagar,Rice,504,25.9,74,4.42
2013,Rupnagar,Rice,1089,34.8,53,4.76
2014,Rupnagar,Rice,592,31.4,83,4.5
2015,Rupnagar,Rice,845,28.9,71,4.82
2016,Rupnagar,Rice,904,27.2,82,4.39
2017,Rupnagar,Rice,861,25.3,70,4.12
2018,Rupnagar,Rice,427,33.9,63,4.83
2019,Rupnagar,Rice,810,25.4,76,4.5
2020,Rupnagar,Rice,850,32.3,84,4.85
2021,Rupnagar,Rice,580,31.2,83,4.62
2022,Rupnagar,Rice,1035,26.5,76,4.45
2023,Rupnagar,Rice,974,29.4,68,4.58
2024,Rupnagar,Rice,758,34.7,75,4.13
2010,Rupnagar,Cotton,538,27.6,64,3.09
2011,Rupnagar,Cotton,1075,32.8,54,3.15
2012,Rupnagar,Cotton,732,34.0,83,3.18
2013,Rupnagar,Cotton,959,26.1,85,2.74
2014,Rupnagar,Cotton,404,34.7,68,2.83
2015,Rupnagar,Cotton,962,25.0,76,3.1
2016,Rupnagar,Cotton,644,30.3,79,2.64
2017,Rupnagar,Cotton,864,28.9,72,2.99
2018,Rupnagar,Cotton,1065,25.0,80,2.74
2019,Rupnagar,Cotton,816,25.2,81,2.46
2020,Rupnagar,Cotton,686,26.2,60,3.01
2021,Rupnagar,Cotton,415,25.9,69,2.88
2022,Rupnagar,Cotton,576,24.5,75,3.2
2023,Rupnagar,Cotton,631,25.9,83,3.11
2024,Rupnagar,Cotton,417,26.2,60,3.12
2010,Rupnagar,Maize,512,30.4,83,3.08
2011,Rupnagar,Maize,842,29.7,74,3.35
2012,Rupnagar,Maize,889,29.6,52,2.79
2013,Rupnagar,Maize,440,31.4,69,3.11
2014,Rupnagar,Maize,700,28.8,56,3.3
2015,Rupnagar,Maize,639,24.0,72,2.54
2016,Rupnagar,Maize,579,30.1,85,3.14
2017,Rupnagar,Maize,708,33.1,85,3.11
2018,Rupnagar,Maize,713,24.3,68,2.74
2019,Rupnagar,Maize,1036,24.2,85,3.21
2020,Rupnagar,Maize,498,24.9,54,3.01
2021,Rupnagar,Maize,591,24.5,83,2.51
2022,Rupnagar,Maize,578,34.0,64,3.34
2023,Rupnagar,Maize,1000,29.9,56,3.0
2024,Rupnagar,Maize,711,34.2,73,2.94
2010,Rupnagar,Sugarcane,887,24.3,52,5.83
2011,Rupnagar,Sugarcane,974,26.0,80,5.54
2012,Rupnagar,Sugarcane,960,31.4,75,6.4
2013,Rupnagar,Sugarcane,1082,33.6,50,6.39
2014,Rupnagar,Sugarcane,418,33.6,69,5.86
2015,Rupnagar,Sugarcane,938,25.7,60,5.66
2016,Rupnagar,Sugarcane,859,31.6,53,5.68
2017,Rupnagar,Sugarcane,996,28.6,82,6.35
2018,Rupnagar,Sugarcane,518,31.0,64,6.48
2019,Rupnagar,Sugarcane,942,30.1,54,6.35
2020,Rupnagar,Sugarcane,643,25.9,67,5.73
2021,Rupnagar,Sugarcane,1094,26.0,65,5.85
2022,Rupnagar,Sugarcane,540,24.5,55,6.43
2023,Rupnagar,Sugarcane,1076,34.6,57,6.08
2024,Rupnagar,Sugarcane,420,34.2,57,5.84
2010,Rupnagar,Mustard,528,30.3,52,1.78
2011,Rupnagar,Mustard,877,26.6,82,1.94
2012,Rupnagar,Mustard,800,30.4,59,1.68
2013,Rupnagar,Mustard,566,34.0,61,2.45
2014,Rupnagar,Mustard,466,25.2,80,1.65
2015,Rupnagar,Mustard,1058,32.6,53,2.42
2016,Rupnagar,Mustard,769,31.3,78,2.23
2017,Rupnagar,Mustard,684,27.0,61,1.96
2018,Rupnagar,Mustard,726,29.7,50,2.2
2019,Rupnagar,Mustard,1024,24.6,67,2.48
2020,Rupnagar,Mustard,850,28.2,82,2.08
2021,Rupnagar,Mustard,441,34.9,64,2.17
2022,Rupnagar,Mustard,574,28.1,82,2.33
2023,Rupnagar,Mustard,670,27.4,73,1.65
2024,Rupnagar,Mustard,745,29.3,51,1.66
2010,Rupnagar,Potato,780,26.8,54,5.04
2011,Rupnagar,Potato,726,24.5,80,5.46
2012,Rupnagar,Potato,544,31.9,67,5.09
2013,Rupnagar,Potato,833,29.4,62,5.25
2014,Rupnagar,Potato,787,31.0,76,5.04
2015,Rupnagar,Potato,875,31.1,73,5.2
2016,Rupnagar,Potato,416,28.6,66,5.36
2017,Rupnagar,Potato,516,26.1,73,4.89
2018,Rupnagar,Potato,910,25.4,63,5.26
2019,Rupnagar,Potato,549,28.4,73,5.08
2020,Rupnagar,Potato,890,28.2,64,4.84
2021,Rupnagar,Potato,532,33.0,81,5.0
2022,Rupnagar,Potato,959,31.7,82,4.69
2023,Rupnagar,Potato,742,25.6,84,5.14
2024,Rupnagar,Potato,1006,29.2,71,4.59
2010,Rupnagar,Bajra,985,24.4,71,2.1
2011,Rupnagar,Bajra,402,25.0,60,2.25
2012,Rupnagar,Bajra,521,34.0,60,2.17
2013,Rupnagar,Bajra,730,25.2,51,2.08
2014,Rupnagar,Bajra,865,32.7,73,2.14
2015,Rupnagar,Bajra,422,32.9,72,2.03
2016,Rupnagar,Bajra,837,28.1,78,2.47
2017,Rupnagar,Bajra,694,29.8,63,1.93
2018,Rupnagar,Bajra,887,27.8,84,2.15
2019,Rupnagar,Bajra,706,33.5,62,1.73
2020,Rupnagar,Bajra,648,30.8,82,2.69
2021,Rupnagar,Bajra,473,33.7,64,2.61
2022,Rupnagar,Bajra,967,24.9,61,2.1
2023,Rupnagar,Bajra,492,33.6,75,1.81
2024,Rupnagar,Bajra,1012,34.3,61,2.49
2010,Rupnagar,Gram,434,25.2,60,2.09
2011,Rupnagar,Gram,496,27.8,79,2.09
2012,Rupnagar,Gram,490,34.1,51,2.0
2013,Rupnagar,Gram,589,33.0,62,2.06
2014,Rupnagar,Gram,521,28.0,71,1.54
2015,Rupnagar,Gram,631,28.8,79,1.37
2016,Rupnagar,Gram,606,26.2,62,1.51
2017,Rupnagar,Gram,589,24.4,76,1.54
2018,Rupnagar,Gram,553,31.3,73,2.27
2019,Rupnagar,Gram,666,27.6,59,2.25
2020,Rupnagar,Gram,556,31.4,57,2.08
2021,Rupnagar,Gram,694,25.1,54,1.33
2022,Rupnagar,Gram,746,30.3,73,1.91
2023,Rupnagar,Gram,452,25.2,55,1.63
2024,Rupnagar,Gram,473,24.0,56,2.11
2010,Rupnagar,Sunflower,794,32.6,69,2.54
2011,Rupnagar,Sunflower,921,26.4,68,2.04
2012,Rupnagar,Sunflower,1068,34.5,80,2.79
2013,Rupnagar,Sunflower,469,33.9,81,1.88
2014,Rupnagar,Sunflower,932,34.2,74,1.93
2015,Rupnagar,Sunflower,508,26.5,82,1.85
2016,Rupnagar,Sunflower,936,31.0,69,2.77
2017,Rupnagar,Sunflower,444,26.0,72,2.51
2018,Rupnagar,Sunflower,903,26.4,66,2.42
2019,Rupnagar,Sunflower,848,31.0,55,1.83
2020,Rupnagar,Sunflower,772,26.9,85,2.22
2021,Rupnagar,Sunflower,634,27.6,69,2.09
2022,Rupnagar,Sunflower,1053,26.4,80,2.27
2023,Rupnagar,Sunflower,791,29.1,81,2.54
2024,Rupnagar,Sunflower,815,26.1,85,2.72
2010,Mohali,Wheat,499,34.5,64,3.3
2011,Mohali,Wheat,504,31.7,52,3.05
2012,Mohali,Wheat,575,34.8,51,3.84
2013,Mohali,Wheat,1005,32.3,72,3.09
2014,Mohali,Wheat,958,27.9,81,3.62
2015,Mohali,Wheat,1026,25.7,64,3.3
2016,Mohali,Wheat,1041,32.4,83,3.91
2017,Mohali,Wheat,616,34.9,67,3.87
2018,Mohali,Wheat,861,29.4,72,3.73
2019,Mohali,Wheat,422,32.2,79,3.86
2020,Mohali,Wheat,1074,34.2,79,3.56
2021,Mohali,Wheat,990,32.8,59,3.01
2022,Mohali,Wheat,574,28.4,52,3.27
2023,Mohali,Wheat,724,24.2,54,3.85
2024,Mohali,Wheat,808,31.1,76,3.02
2010,Mohali,Rice,875,29.8,66,4.37
2011,Mohali,Rice,847,27.7,76,4.95
2012,Mohali,Rice,1084,34.0,83,4.98
2013,Mohali,Rice,491,26.8,80,4.04
2014,Mohali,Rice,900,28.7,58,4.42
2015,Mohali,Rice,426,31.4,78,4.05
2016,Mohali,Rice,801,32.9,76,4.93
2017,Mohali,Rice,401,31.7,72,4.13
2018,Mohali,Rice,562,31.5,83,4.47
2019,Mohali,Rice,810,29.7,73,4.7
2020,Mohali,Rice,792,24.5,52,4.13
2021,Mohali,Rice,1069,28.5,61,4.04
2022,Mohali,Rice,996,29.4,50,4.95
2023,Mohali,Rice,1066,34.9,71,4.32
2024,Mohali,Rice,601,26.8,70,4.8
2010,Mohali,Cotton,1003,26.2,75,2.43
2011,Mohali,Cotton,801,33.9,76,3.1
2012,Mohali,Cotton,1067,26.9,66,3.14
2013,Mohali,Cotton,441,32.5,62,2.94
2014,Mohali,Cotton,902,34.8,85,2.61
2015,Mohali,Cotton,410,27.4,62,2.94
2016,Mohali,Cotton,788,28.7,81,2.52
2017,Mohali,Cotton,883,27.3,80,3.29
2018,Mohali,Cotton,922,32.8,72,2.75
2019,Mohali,Cotton,933,24.8,67,2.7
2020,Mohali,Cotton,508,32.5,74,2.81
2021,Mohali,Cotton,580,32.2,51,2.64
2022,Mohali,Cotton,708,34.7,53,2.84
2023,Mohali,Cotton,969,32.0,72,2.42
2024,Mohali,Cotton,1026,28.3,68,2.84
2010,Mohali,Maize,759,33.3,59,3.22
2011,Mohali,Maize,994,31.6,84,2.7
2012,Mohali,Maize,759,29.5,54,2.8
2013,Mohali,Maize,795,30.8,56,3.4
2014,Mohali,Maize,602,30.6,67,3.44
2015,Mohali,Maize,708,29.2,81,2.97
2016,Mohali,Maize,568,30.7,64,2.91
2017,Mohali,Maize,495,34.9,51,2.88
2018,Mohali,Maize,909,30.2,66,3.49
2019,Mohali,Maize,665,24.9,55,3.26
2020,Mohali,Maize,517,30.6,85,2.55
2021,Mohali,Maize,740,34.1,50,2.85
2022,Mohali,Maize,967,34.9,60,2.51
2023,Mohali,Maize,658,33.3,68,3.27
2024,Mohali,Maize,819,26.0,71,3.01
2010,Mohali,Sugarcane,785,30.5,70,6.3
2011,Mohali,Sugarcane,586,28.8,60,5.55
2012,Mohali,Sugarcane,1037,29.7,53,5.63
2013,Mohali,Sugarcane,561,31.3,69,5.74
2014,Mohali,Sugarcane,626,24.9,50,5.6
2015,Mohali,Sugarcane,1062,35.0,71,5.72
2016,Mohali,Sugarcane,408,24.4,84,6.25
2017,Mohali,Sugarcane,1045,25.9,70,6.29
2018,Mohali,Sugarcane,875,25.9,69,6.43
2019,Mohali,Sugarcane,441,25.5,56,6.1
2020,Mohali,Sugarcane,795,34.0,81,5.55
2021,Mohali,Sugarcane,1045,31.5,68,6.4
2022,Mohali,Sugarcane,609,29.8,70,6.23
2023,Mohali,Sugarcane,911,26.1,55,6.09
2024,Mohali,Sugarcane,897,27.1,81,5.76
2010,Mohali,Mustard,780,24.8,76,2.05
2011,Mohali,Mustard,686,29.4,77,2.26
2012,Mohali,Mustard,1075,32.0,62,2.3
2013,Mohali,Mustard,803,25.5,61,1.96
2014,Mohali,Mustard,645,27.3,73,2.35
2015,Mohali,Mustard,638,28.6,65,1.63
2016,Mohali,Mustard,974,24.8,50,2.27
2017,Mohali,Mustard,686,33.0,80,2.44
2018,Mohali,Mustard,776,34.6,57,1.77
2019,Mohali,Mustard,871,26.7,57,2.0
2020,Mohali,Mustard,1033,29.8,57,2.46
2021,Mohali,Mustard,428,31.8,59,1.86
2022,Mohali,Mustard,944,29.6,85,2.32
2023,Mohali,Mustard,948,34.7,67,1.73
2024,Mohali,Mustard,409,33.1,81,1.76
2010,Mohali,Potato,938,24.2,85,5.27
2011,Mohali,Potato,613,26.0,62,5.44
2012,Mohali,Potato,630,30.0,56,4.59
2013,Mohali,Potato,726,25.8,69,4.75
2014,Mohali,Potato,572,29.1,67,5.27
2015,Mohali,Potato,643,31.4,84,4.91
2016,Mohali,Potato,542,28.9,76,4.91
2017,Mohali,Potato,794,25.4,76,4.62
2018,Mohali,Potato,835,26.8,64,4.5
2019,Mohali,Potato,983,30.6,76,4.86
2020,Mohali,Potato,629,29.4,82,4.74
2021,Mohali,Potato,1006,26.5,59,5.22
2022,Mohali,Potato,1056,32.4,54,5.04
2023,Mohali,Potato,826,25.5,69,4.95
2024,Mohali,Potato,1073,28.2,74,5.47
2010,Mohali,Bajra,909,28.6,75,2.13
2011,Mohali,Bajra,507,35.0,59,2.36
2012,Mohali,Bajra,974,25.9,68,1.96
2013,Mohali,Bajra,466,27.5,77,2.15
2014,Mohali,Bajra,751,32.6,53,1.88
2015,Mohali,Bajra,904,27.5,58,2.29
2016,Mohali,Bajra,466,29.3,80,1.91
2017,Mohali,Bajra,521,34.5,63,1.71
2018,Mohali,Bajra,630,33.0,81,2.4
2019,Mohali,Bajra,413,30.0,65,2.54
2020,Mohali,Bajra,569,32.1,67,1.92
2021,Mohali,Bajra,490,34.7,63,2.56
2022,Mohali,Bajra,1087,27.9,59,2.39
2023,Mohali,Bajra,1087,25.3,72,1.94
2024,Mohali,Bajra,432,26.2,72,2.25
2010,Mohali,Gram,476,32.8,73,1.96
2011,Mohali,Gram,1036,34.4,71,1.87
2012,Mohali,Gram,426,31.3,82,2.19
2013,Mohali,Gram,751,29.8,72,2.1
2014,Mohali,Gram,731,26.3,82,2.17
2015,Mohali,Gram,1002,30.1,71,2.18
2016,Mohali,Gram,865,29.0,51,1.75
2017,Mohali,Gram,602,28.5,78,1.88
2018,Mohali,Gram,881,26.8,77,1.55
2019,Mohali,Gram,578,27.2,53,1.8
2020,Mohali,Gram,933,29.7,56,2.3
2021,Mohali,Gram,997,31.4,64,1.83
2022,Mohali,Gram,1013,34.6,78,1.46
2023,Mohali,Gram,624,30.8,79,1.73
2024,Mohali,Gram,853,26.9,73,2.22
2010,Mohali,Sunflower,774,24.4,58,2.01
2011,Mohali,Sunflower,497,27.1,68,2.21
2012,Mohali,Sunflower,807,30.9,84,2.0
2013,Mohali,Sunflower,410,26.2,76,2.33
2014,Mohali,Sunflower,1055,32.8,82,1.88
2015,Mohali,Sunflower,476,26.2,61,2.15
2016,Mohali,Sunflower,842,34.0,59,2.2
2017,Mohali,Sunflower,915,31.9,60,2.29
2018,Mohali,Sunflower,404,24.8,80,2.17
2019,Mohali,Sunflower,794,25.3,61,2.12
2020,Mohali,Sunflower,848,24.6,67,2.67
2021,Mohali,Sunflower,690,30.1,81,2.46
2022,Mohali,Sunflower,1013,30.6,84,2.74
2023,Mohali,Sunflower,671,32.4,79,2.68
2024,Mohali,Sunflower,848,24.8,83,2.61
2010,Tarn Taran,Wheat,923,25.3,65,3.82
2011,Tarn Taran,Wheat,996,30.9,76,3.29
2012,Tarn Taran,Wheat,1095,29.4,73,3.24
2013,Tarn Taran,Wheat,870,25.2,66,3.07
2014,Tarn Taran,Wheat,751,30.2,50,3.77
2015,Tarn Taran,Wheat,823,26.0,62,3.02
2016,Tarn Taran,Wheat,958,30.3,77,3.48
2017,Tarn Taran,Wheat,625,26.7,67,3.86
2018,Tarn Taran,Wheat,849,29.9,66,3.17
2019,Tarn Taran,Wheat,430,28.2,62,3.63
2020,Tarn Taran,Wheat,905,32.2,77,3.55
2021,Tarn Taran,Wheat,603,28.9,65,3.69
2022,Tarn Taran,Wheat,1084,26.1,79,3.23
2023,Tarn Taran,Wheat,812,30.0,61,3.55
2024,Tarn Taran,Wheat,628,32.9,79,3.42
2010,Tarn Taran,Rice,440,29.1,57,4.86
2011,Tarn Taran,Rice,994,27.0,68,4.17
2012,Tarn Taran,Rice,719,25.3,59,4.54
2013,Tarn Taran,Rice,471,31.5,53,4.13
2014,Tarn Taran,Rice,467,30.7,69,4.47
2015,Tarn Taran,Rice,647,32.1,66,4.83
2016,Tarn Taran,Rice,802,32.7,71,4.3
2017,Tarn Taran,Rice,477,27.0,61,4.8
2018,Tarn Taran,Rice,441,26.0,82,4.16
2019,Tarn Taran,Rice,457,25.6,70,4.51
2020,Tarn Taran,Rice,620,29.3,58,4.37
2021,Tarn Taran,Rice,423,32.1,81,4.24
2022,Tarn Taran,Rice,947,33.6,70,4.12
2023,Tarn Taran,Rice,513,28.2,57,4.77
2024,Tarn Taran,Rice,580,27.4,60,4.43
2010,Tarn Taran,Cotton,988,34.0,73,2.54
2011,Tarn Taran,Cotton,735,25.1,63,3.12
2012,Tarn Taran,Cotton,1056,27.5,65,2.33
2013,Tarn Taran,Cotton,694,25.7,73,2.66
2014,Tarn Taran,Cotton,931,25.5,79,2.96
2015,Tarn Taran,Cotton,793,28.4,67,3.23
2016,Tarn Taran,Cotton,859,28.6,70,2.6
2017,Tarn Taran,Cotton,570,29.6,83,3.22
2018,Tarn Taran,Cotton,1096,30.3,66,2.96
2019,Tarn Taran,Cotton,465,32.1,82,2.68
2020,Tarn Taran,Cotton,895,32.3,52,3.08
2021,Tarn Taran,Cotton,661,24.2,65,2.78
2022,Tarn Taran,Cotton,651,25.6,76,3.25
2023,Tarn Taran,Cotton,865,26.7,60,3.21
2024,Tarn Taran,Cotton,1008,33.8,72,2.72
2010,Tarn Taran,Maize,484,34.4,71,3.11
2011,Tarn Taran,Maize,449,34.5,50,3.32
2012,Tarn Taran,Maize,723,30.3,62,3.13
2013,Tarn Taran,Maize,741,25.8,59,3.04
2014,Tarn Taran,Maize,767,29.0,77,2.61
2015,Tarn Taran,Maize,1008,26.3,71,3.32
2016,Tarn Taran,Maize,404,34.7,85,3.38
2017,Tarn Taran,Maize,520,28.6,80,3.38
2018,Tarn Taran,Maize,980,26.6,83,2.53
2019,Tarn Taran,Maize,863,32.5,50,2.55
2020,Tarn Taran,Maize,455,32.9,78,3.06
2021,Tarn Taran,Maize,923,32.6,65,2.87
2022,Tarn Taran,Maize,1089,31.2,82,2.58
2023,Tarn Taran,Maize,643,28.4,51,2.86
2024,Tarn Taran,Maize,924,27.2,52,2.72
2010,Tarn Taran,Sugarcane,654,24.4,71,5.7
2011,Tarn Taran,Sugarcane,689,25.7,63,5.89
2012,Tarn Taran,Sugarcane,409,31.8,83,5.75
2013,Tarn Taran,Sugarcane,528,29.1,70,5.82
2014,Tarn Taran,Sugarcane,877,26.4,62,5.67
2015,Tarn Taran,Sugarcane,744,27.0,62,5.51
